telegram_channel,post_id,post_url,filename_as_published,display_size,posted_at,forwarded_from_name,forwarded_from_url,provisional_document_class,binary_original_status,official_source_status,import_eligibility,reason
robiai33,13,https://t.me/robiai33/13,نموذج تحليل حكم قضائي.pdf,79.3 KB,2026-08-06T18:27:08+00:00,,,حكم قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,14,https://t.me/robiai33/14,الوجيز_لقرارات_المحكمة_العليا_في_القضايا_التجارية.pdf,1 MB,2026-08-06T18:27:08+00:00,,,قرار مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,15,https://t.me/robiai33/15,حكم تجاري8.pdf,355.5 KB,2026-08-06T18:27:09+00:00,,,حكم قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,16,https://t.me/robiai33/16,قضايا أتعاب المحاماة.pdf,28.7 MB,2026-08-06T18:27:09+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,17,https://t.me/robiai33/17,قضايا التعويض .pdf,39.1 MB,2026-08-06T18:27:09+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,18,https://t.me/robiai33/18,قضايا الطلبات العاجلة.pdf,39.2 MB,2026-08-06T18:27:09+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,19,https://t.me/robiai33/19,قضايا الجعالة.pdf,13.3 MB,2026-08-06T18:27:09+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,20,https://t.me/robiai33/20,قضايا النقل.pdf,22.2 MB,2026-08-06T18:27:09+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,21,https://t.me/robiai33/21,قضايا طلبات تفسير الحكم.pdf,4 MB,2026-08-06T18:27:09+00:00,,,حكم قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,22,https://t.me/robiai33/22,قضايا_الاستصناع_و_الإفلاس_و_الحوالة_و_الكفالة.pdf,9.9 MB,2026-08-06T18:27:09+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,23,https://t.me/robiai33/23,27_تزوير_بالترك _رشوة _ مساهمة _ عدم_التسجيل_في_سجلات_الجوازات_لتسهيل.pdf,512.4 KB,2026-08-06T18:27:09+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,24,https://t.me/robiai33/24,قضايا الاختصاص.pdf,3.2 MB,2026-08-06T18:27:09+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,25,https://t.me/robiai33/25,قضايا الإفلاس و التصفية.pdf,1 MB,2026-08-06T18:27:09+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,26,https://t.me/robiai33/26,قضايا البيوع.pdf,8.3 MB,2026-08-06T18:27:09+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,27,https://t.me/robiai33/27,قضايا التوريد.pdf,7.5 MB,2026-08-06T18:27:09+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,28,https://t.me/robiai33/28,قضايا الجعالة و السمسرة.pdf,668.7 KB,2026-08-06T18:27:09+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,29,https://t.me/robiai33/29,قضايا الشركات.pdf,10.7 MB,2026-08-06T18:27:09+00:00,,/s/robiai33?after=29,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,30,https://t.me/robiai33/30,قضايا القبول.pdf,3.3 MB,2026-08-06T18:27:09+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,31,https://t.me/robiai33/31,‎⁨تعميم الاستئناف⁩.pdf,387.6 KB,2026-08-06T18:27:09+00:00,,,تعميم مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,32,https://t.me/robiai33/32,الطلبات العاجلة.pdf,1.5 MB,2026-08-06T18:27:09+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,33,https://t.me/robiai33/33,طلبات الالتماس.pdf,1.5 MB,2026-08-06T18:27:09+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,34,https://t.me/robiai33/34,قضايا متنوعة.pdf,466.8 KB,2026-08-06T18:27:09+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,35,https://t.me/robiai33/35,2_مدونة_الأحكام_القضائية_الجنايات.pdf,928.5 KB,2026-08-06T18:27:09+00:00,,,فهرس/مدونة مرجعية غير مستقلة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,36,https://t.me/robiai33/36?single,18 مجموعة الاحكام القضائية.pdf,3 MB,2026-08-06T18:27:10+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,36,https://t.me/robiai33/37?single,19 مجموعة الاحكام القضائية.pdf,2.4 MB,2026-08-06T18:27:10+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,36,https://t.me/robiai33/38?single,26_2 مجموعة الاحكام القضائسة.pdf,2.7 MB,2026-08-06T18:27:10+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,36,https://t.me/robiai33/39?single,27_2 مجموعة الاحكام القضائية.pdf,4.1 MB,2026-08-06T18:27:10+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,36,https://t.me/robiai33/40?single,28_2 مجموعة الاحكام القضائية.pdf,4.2 MB,2026-08-06T18:27:10+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,36,https://t.me/robiai33/41?single,29 مجموعة الاحكام القضائية.pdf,27.8 MB,2026-08-06T18:27:10+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,43,https://t.me/robiai33/43,تعميم_مبادئ_التمويل_المسئول_للأفراد.pdf,1.6 MB,2026-08-06T18:29:11+00:00,,,تعميم مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,44,https://t.me/robiai33/44,المختصر_للتعاميم_المهمة_في_التصنيف.pdf,615.8 KB,2026-08-06T18:30:44+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,45,https://t.me/robiai33/45,ملخص قرارت هيئة التدقيق مجتمعة.pdf,16.4 MB,2026-08-06T18:30:44+00:00,,,قرار مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,46,https://t.me/robiai33/46,1(1).pdf,9.1 MB,2026-08-06T18:30:44+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,47,https://t.me/robiai33/47,10.pdf,9.1 MB,2026-08-06T18:30:44+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,48,https://t.me/robiai33/48,11.pdf,10.1 MB,2026-08-06T18:30:44+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,49,https://t.me/robiai33/49,13.pdf,10.6 MB,2026-08-06T18:30:44+00:00,,/s/robiai33?after=49,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,50,https://t.me/robiai33/50,14.pdf,5.1 MB,2026-08-06T18:30:44+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,51,https://t.me/robiai33/51,9.pdf,8.7 MB,2026-08-06T18:30:44+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,52,https://t.me/robiai33/52,8.pdf,8.1 MB,2026-08-06T18:30:44+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,53,https://t.me/robiai33/53,6.pdf,7 MB,2026-08-06T18:30:44+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,54,https://t.me/robiai33/54,2.pdf,8.3 MB,2026-08-06T18:30:44+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,55,https://t.me/robiai33/55,3.pdf,7.7 MB,2026-08-06T18:30:45+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,56,https://t.me/robiai33/56,5.pdf,7.1 MB,2026-08-06T18:30:45+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,57,https://t.me/robiai33/57,قضايا حضانه.pdf,159.5 KB,2026-08-06T18:30:45+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,58,https://t.me/robiai33/58,دليل إجراءات قضايا غسل الاموال.pdf,1.5 MB,2026-08-06T18:30:56+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,59,https://t.me/robiai33/64?single,المنازعات_المصرفية_إجراءات_التقاضي.pdf,16 MB,2026-08-06T18:32:30+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,65,https://t.me/robiai33/65,حقوقي مكتمل.pdf,1.2 MB,2026-08-06T18:33:32+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,66,https://t.me/robiai33/66,تعميم_مبادئ_التمويل_المسئول_للأفراد.pdf,1.6 MB,2026-08-06T18:34:01+00:00,,,تعميم مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,67,https://t.me/robiai33/67?single,حكم إداري1.pdf,295.1 KB,2026-08-06T18:34:26+00:00,,/s/robiai33?after=69,حكم قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,67,https://t.me/robiai33/68?single,حكم إداري2.pdf,855 KB,2026-08-06T18:34:26+00:00,,/s/robiai33?after=69,حكم قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,67,https://t.me/robiai33/69?single,حكم إداري3.pdf,597.5 KB,2026-08-06T18:34:26+00:00,,/s/robiai33?after=69,حكم قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,70,https://t.me/robiai33/73?single,السوابق_القضائية_عبدالله_آل_خنين.pdf,405.5 KB,2026-08-06T18:38:38+00:00,,,سابقة قضائية مرشحة غير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,70,https://t.me/robiai33/71?single,أسس_الملازمة_1440هـ_القاضي_عادل.pdf,3.1 MB,2026-08-06T18:38:38+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,70,https://t.me/robiai33/72?single,دليل الأسئلة العدليّة.pdf,624.1 KB,2026-08-06T18:38:38+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,70,https://t.me/robiai33/70?single,قواعد التسوية الودية العمالية.pdf,2.6 MB,2026-08-06T18:38:38+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,74,https://t.me/robiai33/74?single,تقريرات_محكمة_التمييز_الجزء_الأول.pdf,32.6 MB,2026-08-06T18:45:25+00:00,,,حكم قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,74,https://t.me/robiai33/75?single,تقريرات_محكمة_التمييز_الجزء_الثاني.pdf,22.6 MB,2026-08-06T18:45:25+00:00,,,حكم قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,76,https://t.me/robiai33/76?single,تقريرات محكمة الاستئناف.pdf,752.4 KB,2026-08-06T18:46:10+00:00,,,حكم قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,76,https://t.me/robiai33/77?single,تقريرات_محكمة_التمييز_الجزء_الأول.pdf,32.6 MB,2026-08-06T18:46:10+00:00,,,حكم قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,76,https://t.me/robiai33/78?single,تقريرات_محكمة_التمييز_الجزء_الثاني.pdf,22.6 MB,2026-08-06T18:46:10+00:00,,,حكم قضائي مرشح غير متحقق,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,79,https://t.me/robiai33/79,06_رشوة_موظف_عام_طلب_مبلغ_مالي_انعدام_الفائدة_من_الرشوة_دلائل.pdf,418.6 KB,2026-08-06T18:49:17+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,80,https://t.me/robiai33/80,عقد أشغال عامة.pdf,305.2 KB,2026-08-06T18:50:48+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,81,https://t.me/robiai33/81,عقد أشغال عامة1.pdf,245.4 KB,2026-08-06T18:50:48+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,82,https://t.me/robiai33/82,عقد أشغال عامة2.pdf,340.7 KB,2026-08-06T18:50:48+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,83,https://t.me/robiai33/83,عقد أشغال عامة3.pdf,311.4 KB,2026-08-06T18:50:48+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,84,https://t.me/robiai33/84,عقد أشغال عامة4.pdf,326.7 KB,2026-08-06T18:50:48+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,85,https://t.me/robiai33/85,عقد أشغال عامة5.pdf,345.7 KB,2026-08-06T18:50:48+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,86,https://t.me/robiai33/86,عقد أشغال عامة6.pdf,241 KB,2026-08-06T18:50:48+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,87,https://t.me/robiai33/87,عقد تشغيل وصيانة.pdf,402.3 KB,2026-08-06T18:50:48+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,88,https://t.me/robiai33/88,عقد تشغيل وصيانة1.pdf,320.1 KB,2026-08-06T18:50:48+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,89,https://t.me/robiai33/89,عقد تشغيل وصيانة2.pdf,383.1 KB,2026-08-06T18:50:48+00:00,,/s/robiai33?after=89,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,90,https://t.me/robiai33/90,عقد تشغيل وصيانة3.pdf,361.3 KB,2026-08-06T18:50:48+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,91,https://t.me/robiai33/91,عقد تقديم خدمات استشارية.pdf,437 KB,2026-08-06T18:50:48+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,92,https://t.me/robiai33/92,دعوى عقد سبق الفصل فيها.pdf,321.2 KB,2026-08-06T18:50:48+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,93,https://t.me/robiai33/93,دعوى عقد سبق الفصل فيها1.pdf,273 KB,2026-08-06T18:50:48+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,94,https://t.me/robiai33/94,دعوى عقد.pdf,287.5 KB,2026-08-06T18:50:48+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,95,https://t.me/robiai33/95,عقد إجارة.pdf,348.2 KB,2026-08-06T18:50:48+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,96,https://t.me/robiai33/96,عقد إجارة1.pdf,334.3 KB,2026-08-06T18:50:48+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,97,https://t.me/robiai33/97,عقد أداء خدمة.pdf,409.1 KB,2026-08-06T18:50:48+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,98,https://t.me/robiai33/98,عقد أداء خدمة1.pdf,359.9 KB,2026-08-06T18:50:48+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,99,https://t.me/robiai33/99,عقد إداري.pdf,365.2 KB,2026-08-06T18:50:48+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,100,https://t.me/robiai33/100,عقد استثمار وإيجار.pdf,237.3 KB,2026-08-06T18:50:49+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,101,https://t.me/robiai33/101,عقد استثمار.pdf,351.9 KB,2026-08-06T18:50:49+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,102,https://t.me/robiai33/102,عقد استثمار1.pdf,351.9 KB,2026-08-06T18:50:49+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,103,https://t.me/robiai33/103,عقد استثمار2.pdf,313.3 KB,2026-08-06T18:50:49+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,104,https://t.me/robiai33/104,عقد استثمار3.pdf,391.1 KB,2026-08-06T18:50:49+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,105,https://t.me/robiai33/105,عقد استثمار4.pdf,344.7 KB,2026-08-06T18:50:49+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,106,https://t.me/robiai33/106,عقد استثمار5.pdf,251.3 KB,2026-08-06T18:50:49+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,107,https://t.me/robiai33/107,عقد استثمار6.pdf,267.7 KB,2026-08-06T18:50:49+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,108,https://t.me/robiai33/108,عقد استثمار7.pdf,337 KB,2026-08-06T18:50:49+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,109,https://t.me/robiai33/109,عقد استثمار9.pdf,332.9 KB,2026-08-06T18:50:49+00:00,,/s/robiai33?after=109,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,110,https://t.me/robiai33/110,عقد استثمار10.pdf,378.9 KB,2026-08-06T18:50:49+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,111,https://t.me/robiai33/111,عقد استثمار11.pdf,307.5 KB,2026-08-06T18:50:49+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
robiai33,112,https://t.me/robiai33/112,عقد استثمار12.pdf,326.8 KB,2026-08-06T18:50:49+00:00,,,مادة قانونية غير مصنفة وغير متحققة,not_downloaded,unverified,not_eligible,Telegram preview supplies metadata only; download original and verify official provenance before indexing
