source_id,level,sha_or_key,canonical_record,match_method
1097,document,62fad383211e533a965618d61326b7f7f6c7092b258840ae8522ccc8c0e54871,existing_case:33427178,case_number
1097,document,46934da0d1f672bffc365c4f3fcadb7249307a53e3d2474c3d6b3a4287f5de91,existing_case:33473749,case_number
1097,document,4aac8138d5bf369208a363211e1961795bf9e2923ffead003b2219affdfaeab1,existing_case:33475473,case_number
1097,document,137b4385d93023656924f70cd2dfd95324ec81fcd78d1f2835b2be9cbdcf35dc,existing_case:33475860,case_number
1097,document,a98d5930067bf25c27694b533c0881a6857fac662eec832df6b9bccaba3faa3b,existing_case:33476048,case_number
1097,document,ee50412ad8721d43fe4edc4c8a2f41903a45e5497a16bc9c6524c04c9fdb612e,existing_case:33553670,case_number
1097,document,8d3880550cda57e0da972fd9e3246acb6c5feb59019a0834e54f6d6c596dc317,existing_case:33598578,case_number
1097,document,74171410dd973f3b8c758ae329c00067c8941d9698b67d2fd48d796a2baaa46d,existing_case:33606469,case_number
1097,document,7adcafbc8e4619faf3d01fa7062e02965fdecfe461f5647940e7dbe4234ad88e,existing_case:33606482,case_number
1097,document,658c68e9e4df51e5b8c3c53e40189214abb852cd387b21ef184c6df7ce726f85,existing_case:33608605,case_number
1097,document,29feec823d24ffff1fbb4cacd96af7d0b417176453e3de5b913167a627c40791,existing_case:33608728,case_number
1097,document,85914a852408554d6d7dc21c1a06b75db8e0c0825135f1279116a6a3eaede82b,existing_case:33611360,case_number
1097,document,424aff019cecba69fe198fdad020db526a30826f423a9b4ad2c192f5b7ed618f,existing_case:33611574,case_number
1097,document,d5c89e7693b2695a8a27e708858b482fc5be7de8093ebb024d27a759830c9272,existing_case:33612199,case_number
1097,document,001b146b639c0f7f28f55932ccd6dd3ee9a4cf84824da8b237392019cb594cea,existing_case:33663671,case_number
1097,document,86d2bfc65bd5fad601637d5b04208dbcc69ee9f55cc9a519b1e73b433fa6286b,existing_case:33707977,case_number
1097,document,e0bf4741bd82a1cd3447b9ccb4e05a0c28c21d07d2ee8fa1ca882950295b3211,existing_case:34111631,case_number
1097,document,ca42b10b6789e1468cb98d68973df63f4dba94aa6ca9a609ca2d1087662e9f2e,existing_case:34126420,case_number
1097,document,e66b964d24422fc424a761b4ebb6daf5a79787f4e3aa1092bbcfe9d4fea0a256,existing_case:34161758,case_number
1097,document,7de721bfeda69ae91481a62c18758422e980bf68f4292c8fce13c83142eea12d,existing_case:34163865,case_number
1097,document,7222bf0bb0f991f418a957bf1b2d3a8a2261b77bcc1c921456926563013d0c1e,existing_case:34165739,case_number
1097,document,fc0668ae997ddf4c8994e89c22c51cd5075bb974dd7251a055217bef647656ad,existing_case:34169514,case_number
1097,document,93fb3b5d3237bf502ed8d54ddf2d14d43819fb63721347a33aa112518bcefea5,existing_case:34171886,case_number
1097,document,9b71dd29fc199416c116ac2a66ec0c0cfec067a00c695477d5551e0a9deab7f1,existing_case:34171979,case_number
1097,document,2c4fbed819e3a1847a7de4335ed0d4488a6e2a2fa9cfedc6c7cba7aef6cb61c8,existing_case:34171997,case_number
1097,document,159842ca9de040b83439833c014fc5f91e65f9cb3c1e907acf61e1c2488c8de3,existing_case:34172437,case_number
1097,document,5981783ae1ca8102b33bd790968469184dc4391914cf78c34eb4de4fdfa8c2f7,existing_case:34176361,case_number
1097,document,7607d301e9081b00c28de4060c31eee335d31fe986051f6f0efd3a622f52c9eb,existing_case:34177257,case_number
1097,document,9d9a97f22b12e7406899bde3fc164a9df40b055ae5f330fb3cfcacb76ebe493d,existing_case:34186011,case_number
1097,document,5bd2e1027cad9301089d6dd8923a98daa705916e040c4a58f89e674aa59fb0ca,existing_case:34187484,case_number
1097,document,d6702befd858f3e8096452b85469a744dcf0c87579b40879c60146db118fd770,existing_case:34203476,case_number
1097,document,1c2a8a0244160fc03178ae8fb3d7ec64973c7a7122e09d023b7883f87f1de9c6,existing_case:34269340,case_number
1097,document,340cfa85892704c94e6444ab56827ad88f1bb7dba2d7ff732ef055ee493193f3,existing_case:34297291,case_number
1097,document,e2231af5c6897cec703d79ed50df5d7b9b8ac9b5d8fd7624f4ee9be2eededf56,existing_case:34299189,case_number
1097,document,2880bc9fcd057b3a9c9f7afb867e2780cef7f2b653db5c1dd791edaa3d9660de,existing_case:34306824,case_number
1097,document,fa4f8ac76fbc2d46423f83c8693ac0e1c422b14ddeea67b79169c9347ec7df98,existing_case:34328810,case_number
1097,document,2f874a3fb4fb7952b150a5a4320257e220c17093130120db03de64d8444853e0,existing_case:34337433,case_number
1097,document,a721ffbd29919a46b3b77e7c65b2888e30735b5ed02f7daa019ce123b711fbbb,existing_case:34393987,case_number
1097,document,efabbc411c35fa2c8496d153537ea99f8d50474761624a8c1060f2bd65fbc10a,existing_case:34440251,case_number
1097,document,0c797876c6f11eaee4285273cd43ea1aff9bd048570761a9c6435b9b9a3fafbe,existing_case:34446231,case_number
1097,document,6678b4721cc7221518ce8be23e50007ac2556798b97e168a64f6d274af3832da,existing_case:34523805,case_number
1098,document,57bd15e75e057c73413c8e411312e8d2ea5b906061d5ff84c2ab1d1e27daaeb1,existing_case:2403,case_number
1098,document,0ba0745f020d1078a05572eef0ce81c99af8e6851f8c54a464ececf695f85eca,existing_case:31742,case_number
1098,document,665c2f7ff2306d1cd31acbbed638882d69da4549d19fc9631c3e2ce357c45176,existing_case:341820,case_number
1098,document,7eaf42aa2c58d2d86cca470316474d8c307492af583f134ce5d8bd87533783c2,existing_case:349518,case_number
1098,document,4c4804be74d7dd844cf11d7b2b0bda0fba2c5575dea32e7809b7551ceb123efc,existing_case:349858,case_number
1098,document,c162628f767acfd62d444aed03172a87fae259e4fb13d0bd34bc88e95b6d253a,existing_case:3293909,case_number
1098,document,c9bc2d92e1ffce79afed06df8cc65d8ee187fb6c8aff1b8603cb774ef2e37e6d,existing_case:3381218,case_number
1098,document,95a36dcf60f6767b27a9e2a44625a4708fe376df94cd60c67b2c39ff7ea443e4,existing_case:3412332,case_number
1098,document,2993a94687de52e20b76a1933b1cdc81ac29e25996e7fb002d34c207d65bc725,existing_case:3415847,case_number
1098,document,3729e2022868abee7b2da8314b462b023cf200422dc706fe8911377a14f32639,existing_case:3419016,case_number
1098,document,a4094b9a4e7bcb0cc01a0e766d2ec1c6ee0d7d078d25158c7617322cc22f6e5a,existing_case:3422362,case_number
1098,document,86d136f1fbf2562ce602c396ae6a9168b51ecec6b637cd64d1fc0cad515aabb9,existing_case:3423403,case_number
1098,document,05720200236b7db5c63fef29206f6ca5cdcb884f3edd6ce34e1e89c0e136af08,existing_case:3426830,case_number
1098,document,807000b1e52918a484a0a63669b8d1c47665aef14a4968e3275b196a26d9584c,existing_case:33466373,case_number
1098,document,ab50e6f2dfc7bcceec18f84525a4d6cede07a9d58e6e40b98b24bc86beaa8482,existing_case:3440682,case_number
1098,document,41b989f0467542da235965335a2c290a4c2b7b8baa55ba6132d9c9ba0c7cc888,existing_case:3441791,case_number
1098,document,448b5912169a30c504666026718f6b8d751c6bc794265aadbb40acb92439eb91,existing_case:3446997,case_number
1098,document,40706dc66880b7e3e0fbe00d4704adda59f9bdd3e42fef1c4de1c2c3ee211f4c,existing_case:3450244,case_number
1098,document,95234a553d86ca28ff673447794c7f41f3054d27c17f82b5ac617598c92c460f,existing_case:3458657,case_number
1098,document,240805660b3cf71a480cee36904a7f281c2b323a89129876df1077d7a4812af9,existing_case:3469606,case_number
1098,document,e36ad3af6248271b28524f7df2045c88c9ab72108c0d9430e844b036055ccf22,existing_case:3470492,case_number
1098,document,80d37112f82a9d20bcd6bd163a9c35656cdc053af051a3b2a11e755bd704366f,existing_case:3477434,case_number
